Word,Morphs
si,si
wi',wi'
jun,jun
wunaq,wunaq
aat,aat
b'ochin,b'och in
toos,toos
aat,aat
atb'ochin,at b'och in
i,i
aat,aat
ch'opiin,ch'opi n
i,i
tch'opiin,t ch'opi in
re,re
tich'opiin,ti ch'opi n
man,man
wunaq,wunaq
ke,ke
atb'ochin,at b'och in
i,i
tch'opiin,t ch'opi n
man,man
ra,ra
ka'n,ka'n
juntir,juntiir
juntir,juntiir
xaq,xaq
derepent,derepent
ra,ra
ka'n,ka'n
ri,ri
titaw,ti taw
jun,jun
ajtzoo',ajtzoo'
titaw,ti taw
jun,jun
ajtzoo',ajtzoo'
b'an,b'an
antonses,antonses
ya,ya
si,si
xtaw,x taw
jun,jun
ajtzoo',ajtzoo'
baay,baay
tich'opiin,ti ch'opi n
tich'opiin,ti ch'opi n
ra,ra
ka'n,ka'n
i,i
tich'opiin,ti ch'opi n
tich'opiin,ti ch'opi n
man,man
wunaq,wunaq
baay,baay
ya,ya
desipwes,desipwees
tititaw,ti ti taw
li,li
despwes,despwes
tresajch,t r esa j ch
jun,jun
ra,ra
jun,jun
ra,ra
chibola,chibola
ra,ra
jee',jee'
jun,jun
ra,ra
jun,jun
ra,ra
bolita,bolita
tresajch,t r esa j ch
laj,laj
jee',jee
i,i
tikaj,ti ka j
t'oje',t'oj e'
i,i
titaw,ti taw
jun,jun
li,li
baay,baay
tonses,tonses
kabal,kabal
titaw,ti taw
i,i
el,el
ke,ke
neen,neen
xb'itiw,x b'iti w
b'i,b'i
ra,ra
li,li
wi',wi'
jswerte,j swerte
re,r e
anm,anim
wi',wi'
swerte,swerte
re,r e
kwalkyer,kwalkyer
kosa,kosa
loke,loke
neen,neen
tren,t r en
ri',ri'
li,li
per,per
ri',ri'
li,li
ra,ra
b'uuq,b'uuq
ra,ra
anm,anim
jb'iij,j b'iij
lupaa,lupaa
tkan,t kan
ye'saj,ye' sáj
re,re
jb'ij,j b'ij
lu,lu
jb'ij,j b'ij
b'uuq,b'uuq
lajori,lajori
wi',wi'
jun,jun
wunaq,wunaq
pok,pok
titaqon,ti taq on
li,li
nejb'ijre',ne j b'ij re'
wi',wi'
juu,juu
wi',wi'
jun,jun
nejb'ij,ne j b'ij
re',re'
jmokoom,j mok oom
cha',cha'
tons,tons
tpe,t pe
re,re
tpete,t pete
taq,taq
taq,taq
mokom,mok oom
neb'ire',ne b'i re'
kureexm,kureexm
cha',cha'
kom,kom
kureexm,kureexm
awas,awas
q'iiji'n,q'iij i'n
wi',wi'
uxub',uxub'
q'iij,q'iij
mas,mas
awas,awas
kiyeresir,kiyere sir
jwebes,jwebes
byernes,byernes
noo,noo
miyerkoles,miyerkoles
jwebes,jwebes
i,i
biyernes,biyernes
sabado,sabado
alg,alg
chaq,chaq
pwes,pwes
per,per
siyempr,siyempr
awas,awas
na,na
tons,tons
re,re
ta',ta'
tkojon,t kojón
wi',wi'
taq,taq
mokom,mok oom
raj,ra j
tu'xlan,t uxla
taq,taq
maq,maq
q'iij,q'iij
li,li
re,re
feriyad,feriyad
nik'are',nik'a re'
re,re
kureexm,kureexm
li,li
uxlan,uxlan
tons,tons
tpe,t pe
man,man
man,man
wunaq,wunaq
taq,taq
b'i,b'i
trilik,t r il ik
wákix,wakix
laq,laq
laq,laq
laq,laq
koraal,koraal
cha',cha'
laq,laq
potrer,potrer
nik'are',nik'a re'
i,i
tpet,t pet
i,i
taq,taq
mokom,mok oom
ta',ta'
raj,r aj
tb'e,t b'e
taq,taq
kom,kom
num,num
q'iiji'n,q'iij i'n
toos,toos
xpe,x pe
re,re
baa,baa
tijtaq,ti j taq
i,i
ta',ta'
raj,r aj
taq,taq
mokom,mok oom
tb'eek,t b'ee k
i,i
pok,pok
k'ex,k'ex
trik'aj,t r ik'a j
rechaq,rechaq
cha',cha'
tose,tose
jo',jo'
taq,taq
pwes,pwes
xk'am,x k'am
b'i,b'i
kolob',kolob'
atb'e,at b'e
taq,taq
iin,iin
b'i',b' i'
iin,iin
awk'ilaq,aw k'il aq
tons,tons
xij,xij
taq,taq
maq,maq
mokom,mok oom
pake,pake
atb'ek,at b'ek
awetzel,aw etzel
mojor,mojor
ta',ta'
atb'ek,at b'e k
awetzel,aw etzel
atb'ek,at b'e k
mejor,mejor
ta',ta'
atb'ek,at b'e k
i,i
mejor,mejor
ooj,ooj
b'ee,b'e
ooj,ooj
na,na
tqamech',t qa me ch'
onkesey,enkesey
nim,nim
q'iij,q'iij
ooj,ooj
b'enaa,b'e naa
porke,porke
tetodas,tetodas
forma,foorma
ojataqa'n,oj a taq a'n
ojb'enaa,oj b'en aa
i,i
sim,si m
ta',ta'
tb'e,t b'e
taq,taq
ta',ta'
titoj,t i toj
jq'iijaq,j q'iij aq
pwes,pwes
i,i
we,we
k'ex,k'ex
man,man
trik'aaj,t r ik'aaj
ta',ta'
chi',chi'
tijye',ti j ye'
jchaak,j chaak
taq,taq
mokom,mok oom
i,i
loke,loke
xen,x en
re,re
xe',xe'
jaan,jaan
b'an,b'an
man,man
xkan,x kan
i,i
xe',xe'
taq,taq
mokom,mok oom
xtaw,x taw
taq,taq
li,li
li,li
li,li
potrer,potrer
nikare',nika re'
xirile',x i r il e'
taq,taq
maq,maq
wákix,wakix
wi',wi'
maq,maq
wákix,wakix
cha',cha'
i,i
xpet,x pet
cha',cha'
i,i
wi',wi'
taq,taq
kristyan,kirtyaan
xya',x ya'
taq,taq
atz'am,atz'am
re,re
maq,maq
wákix,wakix
rilik,r il ik
i,i
tijye',ti j ye'
taq,taq
chi,chi
ja',ja'
chi,chi
ja',ja'
rilik,r il ik
kes,kes
ri',ri'
chaq,chaq
tril,t r il
taq,taq
wi',wi'
jun,jun
nimlaaj,nim laaj
wákix,wakix
kaa,kaa
jun,jun
q'eq,q'eq
riij,r i'j
cha',cha'
pok,pok
nim,nim
toos,toos
i,i
ta',ta'
tijch'eb',ti j ch'eb'
taq,taq
jwich,j wiich
man,man
wákix,wakix
li,li
si,si
ri',ri'
jpech,j pech
maq,maq
wákix,wakix
o,o
noo,noo
kom,kom
ta',ta'
tijch'eeb',ti j cheeb'
taq,taq
jwich,j wiich
o,o
noo,noo
kom,kom
ta',ta'
tijch'eeb',ti j cheeb'
taq,taq
jwich,j wiich
naa,naa
man,man
wákix,wakix
toos,toos
xiij,x ij
re,re
uuy,uuy
toos,toos
xij,x ij
chirb'il,chi r b'il
rib'aq,r ib' aq
uuy,uuy
kap,kap
man,man
wákix,wakix
uuy,uuy
jun,jun
nimlaaj,nim laaj
toor,toor
wi',wi'
niri,niri
neen,neen
chki',chk i'
keq'e,keq'e
man,man
wákix,wakix
li,li
ta',ta'
tqach'eb',t qa chep
jwich,j wiich
tcha',t cha'
cha',cha'
a,a
ta',ta'
tqacheb',t qa cheb'
jwich,j wiich
noo,noo
a,a
antons,antons
jo',jo'
qab'ij,qa b'ij
re,re
man,man
qapatron,qa patrón
tons,tons
ta',ta'
tqak'am,t qa k'am
b'i,b'i
maq,maq
wákix,wakix
noo,noo
kom,kom
xij,x ij
tqak'am,t qa k'am
maq,maq
wákix,wakix
i,i
ta',ta'
tqak'am,t qa k'am
b'i,b'i
maq,maq
wákix,wakix
tkan,t kan
qaye',qa ye'
maq,maq
wákix,wakix
tz'aqat,tz'aqat
tyuq,t yuq
qame',qa me'
cha',cha'
taq,taq
a,a
noo,noo
qame',qa me'
maq,maq
ni'j,ni'j
tcha',t cha'
maq,maq
ni'j,ni'j
qame',qa me'
maq,maq
ni'j,ni'j
kones,kones
man,man
ril,r il
ooj,ooj
taw,taw
wi',wi'
wákix,wakix
tqak'om,t qa k'om
b'ik,b'ik
i,i
tqab'ij,t qa b'ij
re,re
ke,ke
wi',wi'
jun,jun
wákix,wakix
kla',kla'
saber,saber
neen,neen
ti,ti'
q'eeq,q'eeq
man,man
wákix,wakix
ooj,ooj
cha',cha'
re,re
i,i
tpeti',t pet i'
li,li
cha',cha'
jaan,jaan
cha',cha'
maq,maq
ni'j,ni'j
xk'am,x k'am
taq,taq
b'i,b'i
wákix,wakix
xij,x ij
ye',ye'
xtaw,x taw
taq,taq
xi'j,x i'j
taq,taq
re,re
man,man
patron,patrón
cha',cha'
neej,nee j
b'iij,b'iij
re,re
wi',wi'
jun,jun
wákix,wakix
la,la j
jakoraal,a koraal
jili,jili
k'ii,k'ii
maq,maq
wákix,wakix
saber,saber
neen,neen
tita',ti ta
tqach'eb',t qa ch'eb'
jwich,j wiich
jun,jun
wákix,wakix
nimlaaj,nim laaj
wákix,wakix
tzoqomch'olal,tzoq om ch'ol al
rilik,r il ik
cha',cha'
re,re
cha',cha'
a',a'
esk,esk
ataq,ataq
kib',kib'
awanmaq,aw anm aq
b'eselka,b'esel ka
taq,taq
ta',ta'
chawaj,ch aw aj
atb'e,at b'e
taq,taq
pores,pores
xaawil,x aa wil
taq,taq
jwich,j wiich
jun,jun
wákix,wakix
kla',kla'
yunabes,yunabes
aataq,aat aq
pores,pores
jun,jun
kristyan,kirtyaan
saq'or,saq'or
naa,naa
raj,r aj
tchakun,t chaak un
naa,naa
raj,r aj
neen,neen
tren,t r en
tzaqsaj,tzaq sa j
jch'olaq,j ch'ol aq
koli,ko li
ataq,ataq
kom,kom
kib',kib'
qe,qe
awanmaq,aw anim aq
xatb'e,x at b'e
taq,taq
tcha',t cha'
tcha',t cha'
rechaq,rechaq
cha',cha'
baay,baay
jo',jo'
taq,taq
jo',jo'
taq,taq
neb'i,ne b'i
re',re
iinb'i',iin b'i
iin,iin
cha',cha'
iin,iin
ini',iin i'
wunaq,wunaq
iin,iin
ta',ta'
tzaq,tzaq
inch'ol,in ch'ol
nejb'ij,neen j b'ij
re',re'
ke,ke
loke,loke
wi',wi'
iin,iin
tromb'eji'n,t r omb'e j i'n
tanchopch,t an chop ch
man,man
wákix,wakix
iin,iin
tank'amch,t an k'am ch
i,i
si,si
ta',ta'
rajw,r ajw
tankamsaaj,t an kam saaj
tcha',t cha'
toons,toons
si,si
neen,neen
moo,moo
si,si
tqil,t q il
ooj,ooj
man,man
wákix,wakix
li,li
neb'ire,ne b'i re'
ri',ri'
ta',ta'
man,man
wákix,wakix
pok,pok
jnimal,j nim aal
cha',cha'
taq,taq
re,re
jo',jo
qile',q il e'
na'li,na'l i'
wee,wee
tz'et,tz'et
tinkoja',t iin koj a'
atzijaq,a tzij aq
si,si
tz'et,tz'et
uwi',uwi'
cha',cha'
jaan,jaan
cha',cha'
xk'am,x k'am
ma,ma
jkolob',j kolob'
cha',cha'
xek',xek'
xkejaj,x keja j
maj,ma j
xen,x en
ensyar,ensyar
majkwa'y,ma j kwa'y
i,i
xk'am,x k'am
b'ik,b'ik
xkejaj,x keja j
b'ik,b'ik
majkwa'y,ma j kwa'y
i,i
xek',xek'
rk'ilaq,r k'il aq
i,i
taq,taq
mokom,mok oom
chi,chi
rqan,r qan
xe',xe'
taq,taq
tonse,tonse
jo',jo'
pwes,pwes
kom,kom
tz'et,tz'et
tzik',tzik'
rechaq,rechaq
rila'tqa'n,r il a' tq a'n
wi',wi'
xe',xe'
taq,taq
xij,x ij
rile',r il e'
taq,taq
xe',xe'
taq,taq
i,i
b'esel,b'esel
taq,taq
lamaas,lamaas
wi',wi'
xtaw,x taw
lamaas,lamaas
wi',wi'
man,man
wákix,wakix
ta'ij,t a' ij
taq,taq
ko',ko'
jili,jili
xqaye',x qa ye'
ja',ja'
re,re
maq,maq
wákix,wakix
tqil,t q il
wi',wi'
cha',cha'
jo',jo'
cha',cha'
taq,taq
jaan,jaan
xij,x i j
rile',r il e'
taq,taq
ta',ta'
chiki'n,chik i'n
man,man
wákix,wakix
cha',cha'
eklaa,e klaa
lamaas,lamaas
wi'w,wi' w
sim,si m
kita'n,kita'n
niri,niri
tinya',t in ya'
jun,jun
wen,wen
alg,algo
chawe,ch aw e
taq,taq
por,por
mentiros,mentiros
taq,taq
cha',cha'
noo,no
wi',wi'
si,si
wi',wi'
qatoke',qa tok e'
inpuch,inpuch
jaan,jaan
xe',xe'
taq,taq
chik,chik
xichaq,xichaq
xril,x r il
taq,taq
lamas,lamas
t'elw,t' el w
maq,maq
wákix,wakix
cha',cha'
tresaaj,t r esaa j
taqch,taq ch
kila',kla'
chaq,chaq
wi',wi'
man,man
wákix,wakix
cha',cha'
toos,toos
xiij,x iij
rechaq,rechaq
ke,ke
kanen,kan en
taq,taq
niri,niri
ataq,ataq
naa,naa
tzaq,tzaq
ach'olaq,a ch'ool aq
diyunabes,diyunabes
tzaq,tzaq
ach'olaq,a ch'ool aq
iin,iin
si,si
iin,iin
wunaq,wunaq
man,man
wákix,wakix
tin,tin
iin,iin
tromb'ejna,tromb'ej na
est,est
inkwin,in kwin
chij,chi j
chapik,chap ik
we,we
xin,x iin
kwin,kwin
chij,chi j
chapik,chap ik
tb'enkamsaj,t b' en kam sáj
i,i
tan,t an
k'ayaj,k'aya j
tii'nik,tii'nik
re,re
ike,i ke
cha',cha'
tanw,t an w
neen,neen
laj,laj
inlugar,in lugar
la,la
jinlugr,j in lugr
niri,niri
tcha',t cha'
a,a
aat,aat
atiluk,at il uk
ooj,ooj
xqab'ij,x qa b'ij
chawe,ch aw e
saber,saber
neen,neen
tiqeq'e,ti qeq'e
man,man
awaj,awaj
ooj,ooj
si,si
ta',ta'
tqatrunb'ej,t qa trunb'e j
piyor,piyor
ljori,ljori
awasi',awas i'n
q'iij,q'iij
cha',cha'
re,re
cha',cha'
taq,taq
mokom,mok oom
re,re
cha',cha'
a',a'
diyunabes,diyunabes
ataq,ataq
tzaq,tzaq
ach'olaq,a ch'ool aq
in,iin
si,si
xkejej,x keje j
ma,ma j
jkwa'y,kwa'y
xk'am,x k'am
ma,ma
jkolob',j kolob'
tromb'onb'ej,tromb'onb'e j
man,man
wákix,wakix
cha',cha'
man,man
nimlaaj,nim laaj
wákix,wakix
jol,jol
tren,t r en
chuch,ch uch
troqtaj,t r oqta j
i,i
troqtaj,t r oqta j
kla',kla'
i,i
welt,welt
i,i
welt,welt
tya',t ya'
man,man
wákix,wakix
chuch,ch uch
cha',cha'
kom,kom
ta',ta'
la',la'
ti'elw,ti' el w
uqtel,uqt el
jwi'l,j wi'l
cha',cha'
i,i
usil,usil
xel,x el
b'i,b'i
man,man
wákix,wakix
li,li
maq,maq
maq,maq
alambre,alambre
cha',cha'
xe',xe'
man,man
wákix,wakix
i,i
ril,r il
re,re
onli,on li
xtor,x tor
man,man
pwert,pwert
xel,x el
b'i,b'i
re,re
lomis,lomis
tromb'ej,t romb'e j
b'i,b'i
la',la'
jun,jun
ra,ra
k'echelaaj,k'echelaaj
cha',cha'
kom,kom
wi',wi'
jun,jun
k'echelaaj,k'echelaaj
xtromb'ej,x tromb'e j
cha',cha'
tromb'el,t romb'e l
man,man
wákix,wakix
jwi'l,j wi'l
cha',cha'
i,i
taq,taq
mokom,mok oom
ril,r il
taq,taq
xye',x ye'
man,man
wunaq,wunaq
laa,laa
rk'i,r k'i
kwa'y,kwa'y
tromb'ej,t romb'e j
man,man
man,man
wákix,wakix
laqu,laq u
laq,laq
k'echelaaj,k'echelaaj
ta',ta'
chki',chik i'
xe',xe'
re,re
rechaq,rechaq
xe',xe'
taq,taq
chi,chi
rchochaq,r chooch aq
cha',cha'
i,i
las,las
tres,tres
de,de
la,la
tarde,tarde
xe',xe'
taq,taq
chij,chi j
rilik,r il ik
cha',cha'
ta',ta'
naa,naa
cha',cha'
ta',ta'
chki',chik i'
wunaq,wunaq
cha',cha'
naa,naa
chik,chik
i,i
xq'aj,x q'aj
taq,taq
chich,chi ch
naa,naa
xe',xe'
taq,taq
chik,chik
laj,laj
kaab',kaab'
q'iij,q'iij
ri',ri'
chaq,chaq
tril,t r il
taq,taq
rechaq,rechaq
maj,ma j
xaq,xaq
muuj,muuj
tq'ax,t q'ax
cha',cha'
tq'ax,t q'ax
kib',kib'
muuj,muuj
onri,onri
chub',chub'
man,man
k'echelaaj,k'echelaaj
tq'ax,t q'ax
kib',kib'
muuj,muuj
per,per
tich'ejej,ti ch'eje j
wunaq,wunaq
xem,xem
chi,chi
rij,r ij
man,man
wákix,wakix
cha',cha'
tijta,ti j ta
rechaq,rechaq
cha',cha'
i,i
tich'ejej,ti ch'eje j
man,man
wákix,wákix
nab'e,nab'e
chuch,ch uch
cha',cha'
i,i
kita',ki
naad,naad
xaq,xaq
jnachaq,j nach aq
tq'ax,t q'ax
i,i
ta',ta'
naad,naad
neb'ire',ne b'i re'
wunaq,wunaq
ta',ta'
tril,t r il
taq,taq
jwich,j wiich
no,no
ke,ke
xaq,xaq
maq,maq
muuj,muuj
tril,t r il
taq,taq
tich'ejej,ti ch'eje j
man,man
wákix,wakix
b'esel,b'esel
chuch,ch uch
i,i
tich'ejej,ti ch'eje j
re,re
chi,chi
rij,r ij
cha',cha'
i,i
tijta'tqa',ti j ta' tq a'
ri',ri'
jtzijb'el,j tzij b'el
per,per
ta',ta'
ta',ta'
tril,t r il
taq,taq
cha',cha'
o,o
ri'n,r i'n
xaq,xaq
tril,t r il
li,li
k'echelaaj,k'echelaaj
tich'ejej,ti ch'eje j
per,per
saber,saber
la',la'
wi'w,wi' w
i,i
tromb'el,t romb'e l
jwi'l,j wi'l
cha',cha'
a',a'
xe',xe'
taq,taq
chik,chik
laj,laj
kab',kab'
q'iij,q'iij
i,i
xpetaq,x pe taq
ta',ta'
ril,r il
taq,taq
naad,nada
wi',wi'
cha',cha'
tok,tok
taq,taq
li,li
jun,jun
kita',kita'
naad,nada
i,i
xpetaq,x pe taq
i,i
xq'itaj,x q'ita j
taq,taq
i,i
xpetaq,x pe taq
ta',ta'
naad,naad
jo',jo'
cha',cha'
taq,taq
jo',jo'
taq,taq
chik,chik
qile',q il e'
chik,chik
chweq',chweq'
pen,pen
ne',ne'
tqate',t qa te'
na'li,na'l i'
li,li
naj,naj
tren,t r en
tokik,tok ik
man,man
wákix,wakix
li,li
o,o'
xensaj,x en sáj
b'i,b'i
k'ex,k'ex
re,re
wi'nka',wi' n ka'
li,li
kom,kom
étzel,étzel
q'iiji'n,q'iij i'n
nejb'ij,ne j b'ij
re',re
kom,kom
awas,awas
q'iiji'n,q'iij i'n
awas,awas
q'iiji'n,q'iij i'n
nik',nik'
rk'il,r k'il
kila',kla'
ta',ta'
tkojon,t kojón
jun,jun
kastig,kastig
tye'saj,t ye' sáj
re,re
cha',cha'
i,i
portun,portun
ooj,ooj
ta',ta'
xojxanb'er,x oj xam b'er
chi,chi
rij,r ij
i,i
man,man
nesiy,nesiy
re',re'
chiqij,chi q ij
ke,ke
ooj,ooj
ojb'e,oj b'e
lomis,lomis
qaq'atuj,qa q'atu j
man,man
wákix,wakix
ooj,ooj
ta',ta'
xojb'ek,x oj b'e k
kom,kom
qetami',q etam i'
awasi',awaas i'
q'iij,q'iij
cha',cha'
i,i
kom,kom
ooj,ooj
ta',ta'
qapensar,qa pensar
onli,on li
pwes,pwes
ke,ke
ooj,ooj
chakun,chak un
man,man
q'iij,q'iij
li,li
kom,kom
awasi'n,awas i'n
i,i
diyoos,diyoos
xoj,x oj
na',na'
perdonar,perdonar
ta',ta'
qlen,qlen
xqata'w,x qa ta' w
i,i
re,re
kom,kom
ta',ta'
naa,naa
uxlan,uxlan
chuch,ch uch
re,re
diyoos,diyoos
xen,x en
kastigar,kastigar
xk'amsaj,x k'am sáj
b'ik,b'ik
cha',cha'
jol,jol
tren,t r en
laq,laq
chee',chee'
chi,chi
rij,r ij
man,man
wákix,wakix
cha',cha'
i',i
usil,usil
k'isb',k'is b'
re,re
man,man
wákix,wakix
re,re
ta',ta'
chki',chk i'
xk'utun,x k'ut un
tzik',tzik'
wunaq,wunaq
cha',cha'
xk'amsaj,x k'am sáj
b'i,b'i
jwi'l,j wi'l
man,man
wákix,wakix
ke,ke
si,si
man,man
wákix,wakix
man,man
étzeli'n,étzel i'n
cha',cha'
étzeli'n,étzel i'n
man,man
wákix,wákix
man,man
man,man
troqtaj,t r oqta j
maa,maa
tz'eta',tz'et a'
awaaj,awaj
cha',cha'
étzeli'n,étzel i'n
i,i
kond,kond
xe',xe'
li,li
k'ichelaaj,k'iche'laaj
reqaj,r eqa j
b'ik,b'ik
tzik',tzik'
wunaq,wunaq
cha',cha'
ya,ya
kwand,kwand
tb'e,t b'e
taq,taq
kristyan,kirtyaan
tijye',t j ye'
taq,taq
chik,chik
maq,maq
wákix,wakix
kli,kli
tich'ejej,ti ch'eje j
laq,laq
k'iche'laaj,k'iche'laaj
chi,chi
rij,r ij
man,man
wákix,wakix
t'ijtoke',ti j tok e'
taq,taq
ta',ta'
naa,naa
wi',wi'
cha',cha'
naa,naa
taq,taq
jolin,jol i'n
taq,taq
kristyan,kirtyaan
naa,naa
kita'n,kita'n
cha',cha'
kwand,kwand
tib'iqej,ti b'i qej
taq,taq
chik,chik
b'ik,b'ik
tril,t r il
taq,taq
jnach,j nach
wi',wi'
cha',cha'
tq'axi'n,t q'ax i'n
per,per
ta',ta'
tril,t r il
taq,taq
i,i
onli,on li
tren,t r en
i,i
onli,on li
tren,t r en
sol,sol
chaq,chaq
tzaqow,tzaq ow
ch'ol,ch'ol
ta',ta'
chki',chk i'
b'a,b'a
ri,ri
nunk,nunk
chik,chik
xta',x ta'
ril,r il
taq,taq
chik,chik
jwich,j wiich
man,man
patron,patron
cha',cha'
onli,on li
qe,qe
sach,sach
b'ik,b'ik
cha',cha'
pores,pores
t'ij,t'ij
taq,taq
kristyan,kirtyaan
ke,ke
loke,loke
tiyolow,ti yol ow
taq,taq
neen,neen
pee,pee
jb'anik,j b'an ik
q'iij,q'iij
o,o
tib'ijsaj,ti b'ij sáj
re,re
jun,jun
chuchqaaw,chuch qaaw
wi',wi'
bes,bes
ri'j,ri'j
taq,taq
kristyan,kirtyaan
tijb'ij,ti j b'ij
re,re
jun,jun
mat,mat
chakun,chaak un
taq,taq
miij,miij
o,o
aat,aat
chakun,chaak un
taq,taq
aataq,aat aq
qawinaq,qa winaaq
porke,porke
q'iij,q'iij
ri,ri
awasi'n,awaas i'n
i,i
kom,kom
kaprich,kaprich
re,re
jun,jun
wi',wi'
bes,bes
jun,jun
loke,loke
tren,t r en
pee,pet
laj,laj
no'j,no'j
loke,loke
tren,t r en
i,i
neen,neen
t'ok,t' ok
rk'i,r k'i
jun,jun
i,i
ya,ya
alaa,a laa
oor,oor
ta',ta'
t'el,t el
jun,jun
chub',chub'
jnon,jnon
k'u,k'u
xen,x en
re,re
neesiy,neesiy
jtaqik,j taq ik
taq,taq
kristyan,kirtyaan
i,i
xuq,x uq
k'omsaj,k'om sáj
re,re
kom,kom
re,re
tijb'ij,ti j b'ij
ke,ke
re,re
wunaqi'n,wunaq i'n
ke,ke
re,re
ta',ta'
tren,t r en
respetar,respetar
enkesey,enkesey
kureexm,kureexm
o,o
neen,neen
jb'anik,j b'an ik
re,re
ta',ta'
t'ok,t'ok
iil,iil
wi',wi'
nesida,nesida
re,re
jchaak,j chaak
pores,pores
chub',chub'
man,man
lii,lii
kabal,kabal
xensaj,x en sáj
re,re
porke,porke
xk'amsaj,x k'am sáj
b'ik,b'ik
cha',cha'
i,i
ta',ta'
na'l,na'l
laas,laas si
xe'w,xe' w
ni,ni
xk'utun,x k'ut un
chik,chik
cha',cha'
loke,loke
xkan,x kan
b'ansaj,b'an sáj
re,re
si,si
xaq,xaq
ch'ejej,ch'eje j
laq,laq
k'ichelaaj,k'iche'laaj
i,i
tch'ejej,t ch'eje j
man,man
wákix,wakix
nab'e,nab'e
chuch,ch uch
i,i
nuk,nuk
ti'ilsaj,ti' il sáj
jwich,j wiich
non,non
qe,qe
li,li
xk'is,x k'is
i,i
ta',ta'
chki',chik i'
nade,nade
ta',ta'
chki',ch'k i'
xq'aj,x q'aj
laj,laj
lajtilmit,la j tinmit
nik'are',nik'a re'
dyunabes,dyunabes
sach,sach
b'ik,b'ik
cha',cha'
ri',ri'
k'ut,k'ut
pores,pores
t'ij,t'ij
taq,taq
ke,ke
pores,pores
jun,jun
kwalkiyer,kwalkiyer
q'iij,q'iij
enkesey,enkesey
ne',ne'
si,si
awas,awas
jun,jun
jne',j ne'
wardar,wardar
nikare',nik'a re'
jun,jun
rat,rat
tuxlan,t uxlan
jun,jun
ta',ta'
awasi'n,awas i'n
awasi'n,awas i'n
nik',nik'
qe,qe
chuk',chuk'
xen,x en
jun,jun
wunaq,wunaq
na'e,nab'e
mis,mis
jun,jun
nim,nim
q'iij,q'iij
san,san
isidr,isidr
lo,lo
mism,miim
li,li
xe',xe'
li,li
chaak,chaak
xijsaj,x íj sáj
re,re
tzik',tzik'
anm,ánim
nesy,nesy
tk'amsaj,t k'am sáj
b'i,b'i
li,li
chaak,chaak
tk'omsaj,t k'om sáj
b'i,b'i
li,li
nim,nim
q'iij,q'iij
naa,naa
raj,r aj
tib'ek,ti b'e k
a',a'
awe,aw e
aat,aat
sol,sol
ji',ji'
qenon,qe non
li,li
nim,nim
q'iij,q'iij
agan,agan
iin,iin
wi',wi'
ínchak,in chaak
cha',cha'
cha',cha'
pis,pis
ínwa,in wa
in,iin
b'e,b'e
li,li
chaak,chaak
jaan,jaan
xe',xe'
li,li
chaak,chaak
cha',cha'
kwand,kwand
ya,ya
wi',wi'
chaq,chaq
li,li
chaak,chaak
alas,a las
diyes,dyes
la,la
mañana,mañana
chaak,chaak
tren,t r en
ta',ta'
qlen,qlen
naa,nada
cha',cha'
alas,a las
diyes,dyes
chaq,chaq
tril,t r il
tijinin,tijinin
jun,jun
ka'n,ka'n
qeeselch,qee sel ch
witz,witz
witz,witz
cha',cha'
ri',ri'
chaq,chaq
ril,r il
e,e
jun,jun
nimlaaj,nim laaj
kumetz,kumetz
xpet,x pet
k'ab'el,k'ab'el
jchi',j chi
petzel,petz el
chi,chi
rij,r ij
suk'ul,suk' uul
rk'i,r k'i
re,re
petzel,petz el
cha',cha'
ay,ay
diyoos,diyoos
tzik',tzik'
jmoral,j moral
wi',wi'
tzik',tzik'
ralmwers,r almwers
wi',wi'
tzik',tzik'
rsoron,r sóron
xkaj,x kan
t'oje',t'oj e'
xelmajch,x elma j ch
jol,jol
ya,ya
tijsaj,tij sáj
jwi',j wi'
man,man
kumetz,kumetz
cha',cha'
porke,porke
neen,neen
chak,chak
ta',ta'
xkojone,x kojo ne
loke,loke
neen,neen
xij,x ij
rixoqil,r ixoqil
re,re
ya,ya
kwand,kwand
xq'ajch,x q'aj ch
xuq,x uq
chi,chi
rchoch,r chooch
ta',ta'
chk'i,chk' i
tren,t r en
animar,ánimar
t'ijmech',t'i j me ch'
raj,ra j
chiim,chiim
nij,ni j
rsorn,r sorn
cha',cha'
i,i
loke,loke
xene,x ene
i,i
loke,loke
xen,x en
li,li
pores,pores
xi'j,xi'j
re,re
rxóqil,r ixóqil
xinta',x in ta'
ri',ri'
ri',ri'
li,li
ta',ta'
ch'ek,ch'ek
kom,kom
diyoos,diyoos
xatirna',x at ir na'
kastigar,kastigar
li,li
kom,kom
ta',ta'
xatkojon,x at koj on
kebal,kebal
xinb'ij,x iin b'ij
chawe,ch aw e
jo',jo'
qile',q il e'
jun,jun
kitz,kitz
nim,nim
q'iij,q'iij
naa,naa
chawaj,ch aw aj
xatb'ek,x at b'e k
noo,noo
non,non
áchak,a chaak
aat,aat
li,li
kom,kom
ta',ta'
áchak,a chaak
iin,iin
wi',wi'
ínchak,in chaak
xatb'ek,x at b'e k
per,per
ta',ta'
chki',chk i'
xatin,x at in
ch'ab'ej,ch'ab'ee j
pis,pis
ínwa,in wa
atcha',at cha'
chwe,ch we
wen,wen
kom,kom
ta',ta'
chawaj,ch aw aj
tata,ta ta
loke,loke
jun,jun
tijb'ij,ti j b'ij
chawe,ch aw e
ri',ri'
li,li
xate',x a te'
pwes,pwes
kom,kom
ri',ri'
li,li
xate,x a te
